frame,x,y,z,name
0,0.4743870496749878,0.28741222620010376,-0.12405181676149368,NOSE
0,0.49038034677505493,0.2580866813659668,-0.11490629613399506,LEFT_EYE_INNER
0,0.4991653263568878,0.2589855194091797,-0.11527088284492493,LEFT_EYE
0,0.5057339668273926,0.259630024433136,-0.11530832201242447,LEFT_EYE_OUTER
0,0.4721429646015167,0.25561803579330444,-0.08695455640554428,RIGHT_EYE_INNER
0,0.468887597322464,0.2543584108352661,-0.08745940029621124,RIGHT_EYE
0,0.46595731377601624,0.2527826428413391,-0.08786425739526749,RIGHT_EYE_OUTER
0,0.5222799777984619,0.27486932277679443,-0.039161812514066696,LEFT_EAR
0,0.4700154662132263,0.2571032643318176,0.0818103551864624,RIGHT_EAR
0,0.4881112277507782,0.3228110074996948,-0.09237898141145706,MOUTH_LEFT
0,0.46978408098220825,0.3175373077392578,-0.06010002642869949,MOUTH_RIGHT
0,0.5675657987594604,0.46519193053245544,-0.0604388602077961,LEFT_SHOULDER
0,0.43379947543144226,0.4292796552181244,0.22548304498195648,RIGHT_SHOULDER
0,0.5474798083305359,0.7506592869758606,-0.00843831431120634,LEFT_ELBOW
0,0.364091694355011,0.6398736238479614,0.0672493427991867,RIGHT_ELBOW
0,0.4293040633201599,0.6011801958084106,0.08055617660284042,LEFT_WRIST
0,0.4172652065753937,0.5161762237548828,-0.30363398790359497,RIGHT_WRIST
0,0.39778608083724976,0.5923672318458557,0.07789632678031921,LEFT_PINKY
0,0.4420478045940399,0.4794330596923828,-0.3609327971935272,RIGHT_PINKY
0,0.3999441862106323,0.5618772506713867,0.09198365360498428,LEFT_INDEX
0,0.45338329672813416,0.45634037256240845,-0.3362915813922882,RIGHT_INDEX
0,0.40861430764198303,0.5633869171142578,0.096024289727211,LEFT_THUMB
0,0.446789413690567,0.4706462025642395,-0.30404624342918396,RIGHT_THUMB
0,0.4719349443912506,0.3159902095794678,-0.0050546592101454735,FACE_0
0,0.4733714759349823,0.3219866454601288,-0.0016101462533697486,FACE_13
0,0.47313153743743896,0.3226070702075958,-0.0007777441060170531,FACE_14
0,0.4729025363922119,0.3327743411064148,-0.0001848360989242792,FACE_17
0,0.4691137373447418,0.3137722909450531,-0.003239476354792714,FACE_37
0,0.46693819761276245,0.31377339363098145,0.0002556798281148076,FACE_39
0,0.46629342436790466,0.3149874806404114,0.0037347646430134773,FACE_40
0,0.4569045901298523,0.2374260127544403,0.009266741573810577,FACE_46
0,0.46047213673591614,0.23544909060001373,-0.0004379935562610626,FACE_52
0,0.4578605890274048,0.23527029156684875,0.004125659819692373,FACE_53
0,0.47062402963638306,0.24391424655914307,-0.00784397590905428,FACE_55
0,0.4662371277809143,0.3175870478153229,0.010763619095087051,FACE_61
0,0.4572761058807373,0.23061439394950867,0.0057809194549918175,FACE_63
0,0.4645945727825165,0.23798424005508423,-0.004451119806617498,FACE_65
0,0.4639575779438019,0.23287439346313477,-0.005574279464781284,FACE_66
0,0.45646917819976807,0.23370522260665894,0.012313131242990494,FACE_70
0,0.4679001569747925,0.3172478973865509,0.00894701387733221,FACE_78
0,0.46932122111320496,0.31854772567749023,0.0044207461178302765,FACE_80
0,0.4702310562133789,0.31955140829086304,0.002246714662760496,FACE_81
0,0.47158363461494446,0.32087114453315735,8.094919758150354e-05,FACE_82
0,0.4701271653175354,0.33080556988716125,0.0013226645532995462,FACE_84
0,0.4711287319660187,0.32142916321754456,0.0008668559021316469,FACE_87
0,0.4688548147678375,0.31916409730911255,0.004956362769007683,FACE_88
0,0.46713492274284363,0.32316723465919495,0.005822028964757919,FACE_91
0,0.4684678614139557,0.3184356391429901,0.007258899975568056,FACE_95
0,0.4598590135574341,0.2300117015838623,6.8438212110777386e-06,FACE_105
0,0.4693465828895569,0.23629701137542725,-0.009774214588105679,FACE_107
0,0.4666407108306885,0.3201020658016205,0.008494204841554165,FACE_146
0,0.46970850229263306,0.3201833665370941,0.002907244022935629,FACE_178
0,0.4682108163833618,0.32739028334617615,0.003645500401034951,FACE_181
0,0.4660397469997406,0.3160412013530731,0.007445397321134806,FACE_185
0,0.4686439037322998,0.3175457715988159,0.0069954185746610165,FACE_191
0,0.4757077395915985,0.31621408462524414,-0.006274266634136438,FACE_267
0,0.4803810715675354,0.3191280663013458,-0.006030452437698841,FACE_269
0,0.48374101519584656,0.3217340111732483,-0.0050325822085142136,FACE_270
0,0.5080631375312805,0.2479562610387802,-0.014630541205406189,FACE_276
0,0.4972144067287445,0.24228020012378693,-0.01688622497022152,FACE_282
0,0.5031179189682007,0.2441430240869522,-0.01654147356748581,FACE_283
0,0.4821017384529114,0.24606220424175262,-0.013210966251790524,FACE_285
